0.04	0.05	0.05	-0.01	-0.01	0.02	-0.04	0.03	-0.08	-0.08	0	0.04	-0.01	0.04	-0.01	0	-0.02	-0.01	0	0.04	0.04	-0.02	0.02	-0.02
0.03	-0.01	-0.06	-0.12	0.03	-0.09	0.04	-0.1	0.05	-0.08	0.1	-0.04	0.04	-0.02	0.03	-0.02	0.07	-0.05	0	0.01	0.01	-0.06	0.05	0.04
-0.01	0.01	0.02	-0.12	-0.05	0.02	-0.01	-0.01	0.03	-0.02	0.05	-0.04	0.01	0.08	0.02	0.03	-0.02	-0.04	-0.09	0	0.07	0.04	0.05	-0.13
0	-0.11	0.06	0.04	-0.12	0.09	-0.01	-0.01	0.04	-0.14	0.05	0.02	-0.05	0.02	-0.15	-0.01	0.07	-0.17	-0.03	-0.03	-0.02	-0.03	0.01	0
0.13	0.01	0.13	0.14	0.02	0	-0.21	0.04	0	0.03	0	-0.13	0.04	0.12	0.07	0.08	0.08	-0.01	0	0.02	0.11	0	-0.05	0.06
-0.07	-0.16	-0.13	0.05	0.01	0	0.04	0	-0.14	0.02	-0.04	0.05	0.01	0.05	0.2	0.04	0.04	0.02	-0.03	-0.02	-0.22	0.01	-0.09	0
-0.13	-0.09	-0.04	-0.06	0	-0.18	-0.01	-0.03	-0.05	-0.01	-0.05	0	-0.01	0.06	-0.03	-0.04	-0.03	-0.01	-0.02	-0.05	-0.16	-0.05	-0.05	-0.02
-0.03	-0.09	0.03	-0.04	0.02	-0.02	0.03	0.03	0.01	0.05	0.02	0.01	-0.12	-0.02	0	-0.11	0.01	-0.05	0.02	-0.01	0.01	0	-0.02	0.03
-0.09	0.03	-0.11	0.06	0.03	0.03	0.06	0	0.01	0	-0.03	0	0	0.05	0.11	0.06	0.03	-0.08	0	0.02	-0.1	-0.06	0.02	0.08
0.03	-0.14	0.05	-0.03	0.11	0.05	-0.01	-0.04	0.02	0	0.05	0.07	-0.11	0.05	0.05	0.08	-0.01	-0.11	0.01	0.02	0.02	-0.01	0	0.1
-0.01	0	-0.09	0.06	-0.04	0	0.09	0	0	-0.05	0.05	0.1	0.03	0.04	0.03	-0.05	-0.07	0.04	0.1	-0.01	-0.08	-0.06	0.03	0
0	-0.13	-0.01	0.02	-0.04	-0.03	0.04	-0.06	-0.02	-0.15	-0.06	-0.01	0.04	-0.06	0	0.04	0.01	-0.02	-0.16	0	0.05	-0.06	-0.24	-0.04
0.01	0.03	0.05	-0.08	0.08	0.06	0.06	0.03	-0.15	-0.05	0.05	0.04	0.06	0.04	0.03	0.05	-0.05	0.07	0.02	-0.08	-0.04	0.09	0.03	-0.01
0.06	0.09	0.01	0.02	-0.04	0.07	0.06	0	0.07	0.02	-0.01	0.08	0.02	-0.05	0.06	0.01	-0.03	-0.03	0.03	-0.05	0.03	0.03	-0.04	0.01
0	0.05	-0.1	-0.04	0.04	0.05	0.05	0.05	-0.04	-0.02	0.03	-0.08	-0.02	0.05	0.05	0.05	0.01	-0.06	0.05	-0.04	0.06	0.05	0.06	0.02
0.21	0.2	0.29	0.32	0.21	0.17	0.26	0.06	0.28	0.19	0.19	0.28	0.25	0.31	0.28	0.22	0.15	0.2	0.29	0.25	0.25	0.17	0.2	0.16
0.27	0.17	0.12	0.25	0.23	0.26	0.21	0.19	0.22	0.2	0.21	0.22	0.15	0.2	0.27	0.26	0.29	0.07	0.09	0.29	0.3	0.19	0.26	0.19
0.24	0.23	0.32	0.21	0.27	0.18	0.28	-2.72	0.28	0.27	0.17	0.11	0.25	0.25	0.32	0.22	0.23	0.26	-2.28	0.22	0.25	0.27	0.17	0.32
0.16	0.08	0.1	0.1	0	-0.07	0.06	0.07	0.16	0.16	0.01	0.17	0.08	0.21	0.03	0.15	0.06	0	0.13	0.12	0.05	0.13	0.14	0.1
0.1	0.03	0.05	0.07	-0.03	0.02	0.12	0.08	-0.12	0.11	0.09	0.15	0.15	0.07	0.09	0.13	0.08	0.03	0.07	0.14	-0.08	0.03	0.05	0.08
-0.03	0.12	0.06	0.05	-0.02	0.02	0.04	0.07	0.01	0.09	-0.03	0.03	-0.1	0.04	-0.01	0.04	0.06	0.07	0.08	0.05	-0.02	-0.04	-0.11	-0.09
-0.12	-0.14	0.04	-0.04	-0.12	0.02	-0.1	-0.23	0.01	-0.05	0.02	-0.19	0.02	-0.14	-0.1	-0.07	-0.18	-0.12	-0.08	-0.04	-0.13	-0.01	0	-0.13
-0.15	-0.06	-0.33	-0.1	-0.15	-0.12	-0.08	-0.07	-0.16	-0.1	-0.21	0.05	-0.19	-0.06	-0.13	-0.12	-0.07	-0.12	-0.04	-0.04	-0.04	-0.14	-0.24	0
0.24	0.35	0.29	0.17	0.26	0.09	0.35	0.16	0.22	0.27	0.12	0.32	0.26	0.28	0.19	0.38	0.26	0.24	0.35	0.16	0.32	0.3	0.25	-2.18
0.19	-2.42	-2.29	0.34	0.32	0.1	0.39	0.27	0.4	0.33	0.28	0.28	-1.92	0.32	-2.14	-2.39	0.34	0.33	0.15	-2.13	0.37	0.28	0.25	0.28
0.35	-2.19	0.38	0.38	-2.61	0.33	0.3	0.33	0.4	0.43	0.22	0.37	0.36	0.38	0.36	0.34	0.18	0.3	0.3	0.19	0.37	0.25	0.36	-1.83
0.02	0.12	0	0.13	0.11	0.1	0.07	0.04	0.02	-0.04	0.11	-0.02	-2.49	0.05	0.03	0.09	0.04	0.02	0.11	0.06	0.04	0.02	0.04	0.08
0.02	-0.02	-0.06	0.03	0.06	0.1	0.04	0.03	0.07	0.05	0.05	-2.52	0.11	0.09	-0.07	0	0.02	0.12	0.11	-0.02	0.05	0.05	0.04	0.05
-0.03	-0.05	0.1	0.02	-0.08	0.05	-0.04	-0.03	-0.02	0.04	0.02	0.03	0.04	0.06	-0.04	0.02	0	-0.07	0.05	0.05	0.04	-0.01	-0.03	-0.04
-0.03	-0.04	-0.02	0.06	0.01	-0.14	-0.04	0.04	-0.05	-0.07	0.09	-0.03	-0.05	0.07	0.07	0.05	-0.02	-0.08	0.08	0.06	-0.07	-0.01	-0.06	0.02
0.14	0.16	0.18	0.21	0.13	0.13	0.2	0.12	0.17	0.15	0.04	0.11	0.1	0.11	0.04	0.17	0.14	0.06	-2.32	0.18	0.05	0.12	0.22	0.13
0.17	0.2	0.14	0.08	0.26	0.13	0.19	0.13	0.19	0.08	0.21	0.18	0.08	0.16	-2.4	0.1	-2.24	0.2	0.07	0.17	-2.07	0.1	0.17	0.16
-0.81	-0.82	-0.74	-0.66	-0.78	-0.64	-0.74	-0.77	-0.68	-0.72	-0.81	-0.92	-0.73	-0.66	-0.78	-0.63	-0.72	-0.88	-0.68	-0.76	-0.63	-0.79	-0.7	-0.77
-0.2	-0.18	-0.15	-0.19	-0.15	-0.15	-0.42	-0.18	-0.18	-0.06	-0.49	-0.18	-0.09	-0.21	-0.42	-0.16	-0.56	-0.08	-0.32	-0.57	-0.2	-0.17	-0.14	-0.4
0.37	0.29	0.37	0.39	0.06	0.36	0.28	0.31	0.29	0.36	0.35	0.34	0.39	0.33	0.34	0.37	0.34	0.3	0.31	0.22	0.33	0.31	0.36	0.41
0.42	0.42	0.37	0.37	0.4	0.37	0.4	0.27	0.38	0.4	0.39	0.41	0.32	0.44	0.27	0.37	0.28	0.36	0.27	0.41	0.36	0.37	0.31	0.39
0.28	0.37	0.36	0.28	0.35	0.28	0.35	0.26	0.37	0.25	0.28	0.38	0.15	0.36	0.24	0.33	0.41	0.36	0.32	0.4	0.21	0.4	0.42	0.35
0.28	0.38	0.18	0.35	0.34	-0.05	0.3	0.32	-1.9	0.32	0.37	0.34	-1.67	0.38	0.29	0.37	0.2	0.21	-1.97	0.3	0.27	0.34	0.31	0.31
0.33	0.33	0.36	0.32	0.37	-2.36	0.22	0.21	0.36	0.36	0.25	0.34	0.23	0.36	0.32	0.33	0.22	0.23	0.38	0.36	0.31	0.2	0.26	0.3
0.39	0.23	0.24	0.34	0.31	0.4	0.29	-2.3	0.23	0.41	-2.31	0.29	0.24	0.17	-2.06	0.18	0.3	0.26	0.28	0.29	-1.87	0.26	0.28	0.32
0.24	0.23	0.25	0.25	0.37	0.22	0.32	0.33	0.28	-2.49	-2.55	0.33	0.29	0.3	0.28	0.26	0.31	0.23	-2.11	0.32	0.32	0.26	-2.03	0.2
0.03	-0.07	-0.12	0.06	0.05	0	0	-0.04	0.03	-0.05	-0.05	-0.08	-0.09	-0.17	-0.03	0.03	0.08	-0.01	-0.21	-0.02	-0.2	0.05	0	-0.04
0	0.01	0.03	0.04	-0.1	-0.1	0.01	-0.06	0.02	-0.05	-0.1	0.01	-0.07	0.03	0	0.02	0	-0.04	-0.04	-0.03	-0.05	-0.05	-0.07	0
-0.03	0.01	-0.07	0.06	-0.02	0.02	0.01	-0.16	-0.02	0.05	0.03	0.03	0.07	-0.02	0	0.01	-0.06	0.06	0.02	0.09	-0.08	-0.02	0.07	-0.03
-0.04	0.09	0.1	0.01	0	-0.04	-0.02	0.04	-0.01	0.03	-0.04	0.02	-0.12	0.05	0.03	0.05	-0.05	-0.01	0.02	-0.03	-0.01	-0.07	0.11	0.02
0.07	0.07	0.04	0.07	0.03	0	-0.02	0.13	-0.02	-0.03	-0.03	0.06	0.07	0.08	0.11	0.07	0.14	0.06	0.08	0.11	0.12	0.05	-0.04	0.08
