0.13,0,0.08,-0.14,-0.01,0.01,-0.03,0.04,-0.03,0.07,-0.05,0.09,0.05,0.01,0.08,0.03,0.02,0.04,0,0.02,0.01,-0.04,0.06,0.01,0.08,0.01,0,-0.12,-0.1,-0.09,-0.02,0.06,-0.05,-0.14,0,0.1,0.05,0.05,0,-0.04,-0.05,0.02,-0.03,0.05,0.05,-0.06,0.05,-0.01,0.03,0.19,0.21,0.17,0.01,0.09,-0.03,0.02,-0.21,0.12,0.28,0.22,0.11,0.05,0.02,0.09,0.04,0.21,-0.81,-0.49,0.35,0.39,0.28,0.37,0.25,-2.31,-2.55,-0.05,-0.1,0.03,-0.04,-0.03
0.12,0.05,0.03,0,0.05,-0.06,-0.04,0.05,0,-0.09,0.13,0.1,-0.03,0.03,-0.1,-0.18,0,0.11,0.03,-0.08,0.06,-0.18,-0.03,-0.02,0.07,-0.04,-0.11,-0.02,-0.13,-0.02,0.07,-0.01,-0.21,-0.06,0.04,-0.04,-0.04,0.02,-0.13,0.05,0,0.01,0,0.07,0.1,-0.01,0.04,0.08,-0.08,0.28,0.22,0.11,0.17,0.15,0.03,-0.19,0.05,0.32,0.28,0.37,-0.02,-2.52,0.03,-0.03,0.11,0.18,-0.92,-0.18,0.34,0.41,0.38,0.34,0.34,0.29,0.33,-0.08,0.01,0.03,0.02,0.06
0.02,0.02,-0.02,-0.06,0.15,0.01,0.01,0.04,0.02,0.05,-0.08,0,-0.06,0.02,0.04,0.02,-0.01,-0.06,0.06,-0.04,0.02,-0.06,-0.02,0.03,-0.02,0.06,-0.01,0.07,-0.09,0.03,-0.01,-0.02,0.06,0.01,-0.01,0.04,0.01,-0.05,0.04,0.01,-0.01,-0.12,0,-0.11,0.03,0.04,0.06,0.02,-0.02,0.25,0.15,0.25,0.08,0.15,-0.1,0.02,-0.19,0.26,-1.92,0.36,-2.49,0.11,0.04,-0.05,0.1,0.08,-0.73,-0.09,0.39,0.32,0.15,-1.67,0.23,0.24,0.29,-0.09,-0.07,0.07,-0.12,0.07
0.06,0.08,0.05,0.05,0.1,-0.04,0.02,-0.05,-0.04,0.06,-0.09,-0.02,-0.05,-0.12,-0.06,0.05,0.05,-0.03,0.01,-0.13,0.04,-0.05,-0.08,0.02,0,0.07,0.02,-0.08,0.08,-0.02,-0.07,0.02,0.03,0.07,0.04,-0.02,0.08,0.02,0.12,0.05,0.06,-0.02,0.05,0.05,0.04,-0.06,0.04,-0.05,0.05,0.31,0.2,0.25,0.21,0.07,0.04,-0.14,-0.06,0.28,0.32,0.38,0.05,0.09,0.06,0.07,0.11,0.16,-0.66,-0.21,0.33,0.44,0.36,0.38,0.36,0.17,0.3,-0.17,0.03,-0.02,0.05,0.08
0.17,0.02,0,0.1,-0.07,0.05,0,-0.02,0.04,-0.09,0.09,0.02,0.01,-0.14,0.03,-0.03,-0.17,0.03,0.05,-0.03,0.03,-0.15,0.02,0.02,0.13,0.08,0.01,0.04,-0.02,0.01,0.03,0.05,-0.01,0.06,-0.01,0.03,0.02,-0.15,0.07,0.2,-0.03,0,0.11,0.05,0.03,0,0.03,0.06,0.05,0.28,0.27,0.32,0.03,0.09,-0.01,-0.1,-0.13,0.19,-2.14,0.36,0.03,-0.07,-0.04,0.07,0.04,-2.4,-0.78,-0.42,0.34,0.27,0.24,0.29,0.32,-2.06,0.28,-0.03,0,0,0.03,0.11
0.02,0.03,0.02,-0.04,0.17,-0.02,-0.05,-0.03,-0.04,-0.04,0,0.04,0.04,-0.02,-0.01,-0.08,0,-0.04,0.02,0.01,-0.03,-0.04,0.02,-0.04,0.06,-0.01,-0.03,0.08,0.1,-0.03,-0.13,0.07,0.01,0.07,0,-0.02,0.03,-0.01,0.08,0.04,-0.04,-0.11,0.06,0.08,-0.05,0.04,0.05,0.01,0.05,0.22,0.26,0.22,0.15,0.13,0.04,-0.07,-0.12,0.38,-2.39,0.34,0.09,0,0.02,0.05,0.17,0.1,-0.63,-0.16,0.37,0.37,0.33,0.37,0.33,0.18,0.26,0.03,0.02,0.01,0.05,0.07
0.12,0.03,-0.1,0.04,0.11,-0.01,-0.01,-0.07,-0.05,-0.1,-0.08,-0.05,-0.1,-0.01,0.02,-0.03,0.02,-0.03,0,-0.1,-0.07,-0.06,0.03,-0.09,-0.05,0.07,-0.06,-0.02,-0.01,0.06,-0.08,-0.07,0.08,-0.05,-0.02,0.07,-0.02,0.07,0.08,0.04,-0.03,0.01,0.03,-0.01,-0.07,0.01,-0.05,-0.03,0.01,0.15,0.29,0.23,0.06,0.08,0.06,-0.18,-0.07,0.26,0.34,0.18,0.04,0.02,0,-0.02,0.14,-2.24,-0.72,-0.56,0.34,0.28,0.41,0.2,0.22,0.3,0.31,0.08,0,-0.06,-0.05,0.14
0.08,-0.03,-0.04,0.02,0.07,0,0.04,0,-0.02,-0.07,0.02,0.09,-0.05,-0.03,0.03,-0.06,0.07,0,0.03,-0.02,-0.01,0.01,-0.03,-0.02,-0.16,-0.03,-0.12,0.01,-0.01,-0.1,-0.12,0.04,-0.01,-0.04,-0.01,-0.05,-0.04,-0.17,-0.01,0.02,-0.01,-0.05,-0.08,-0.11,0.04,-0.02,0.07,-0.03,-0.06,0.2,0.07,0.26,0,0.03,0.07,-0.12,-0.12,0.24,0.33,0.3,0.02,0.12,-0.07,-0.08,0.06,0.2,-0.88,-0.08,0.3,0.36,0.36,0.21,0.23,0.26,0.23,-0.01,-0.04,0.06,-0.01,0.06
0.16,0.04,0.01,0.11,0.02,0.13,0.04,0.03,0.03,-0.03,0.05,-0.02,-0.02,-0.02,-0.02,0.08,0.04,-0.02,0.03,-0.04,-0.01,0,-0.01,0.03,-0.05,-0.03,-0.05,0.05,0,-0.01,-0.08,0.06,-0.03,0.02,0,0,-0.09,-0.03,0,-0.03,-0.02,0.02,0,0.01,0.1,-0.16,0.02,0.03,0.05,0.29,0.09,-2.28,0.13,0.07,0.08,-0.08,-0.04,0.35,0.15,0.3,0.11,0.11,0.05,0.08,-2.32,0.07,-0.68,-0.32,0.31,0.27,0.32,-1.97,0.38,0.28,-2.11,-0.21,-0.04,0.02,0.02,0.08
0.11,0.01,0.07,0.03,0.03,0.12,0,-0.01,-0.01,0.05,-0.07,0.04,0.01,-0.17,0,0.09,0.05,0.01,-0.11,0.03,-0.05,-0.07,0.01,0.08,0.05,-0.05,0.06,0.08,-0.01,0.02,0.06,0.03,0,-0.04,0.04,0.01,0,-0.03,0.02,-0.02,-0.05,-0.01,0.02,0.02,-0.01,0,-0.08,-0.05,-0.04,0.25,0.29,0.22,0.12,0.14,0.05,-0.04,-0.04,0.16,-2.13,0.19,0.06,-0.02,0.05,0.06,0.18,0.17,-0.76,-0.57,0.22,0.41,0.4,0.3,0.36,0.29,0.32,-0.02,-0.03,0.09,-0.03,0.11
0.04,0.05,0.06,0.06,0.12,0.01,0,-0.01,-0.01,-0.09,-0.06,-0.11,0.01,-0.05,0,0.01,-0.05,-0.09,0,0.02,0.06,-0.17,0.02,0.07,-0.03,0.05,-0.12,-0.11,-0.04,0.06,0.05,0,0.07,-0.1,0.04,0.01,0.07,-0.02,0.11,-0.22,-0.16,0.01,-0.1,0.02,-0.08,0.05,-0.04,0.03,0.06,0.25,0.3,0.25,0.05,-0.08,-0.02,-0.13,-0.04,0.32,0.37,0.37,0.04,0.05,0.04,-0.07,0.05,-2.07,-0.63,-0.2,0.33,0.36,0.21,0.27,0.31,-1.87,0.32,-0.2,-0.05,-0.08,-0.01,0.12
0.04,0.04,-0.02,-0.14,-0.4,-0.09,-0.03,0.01,0.01,0.06,0.04,-0.03,0.03,-0.04,-0.01,0.07,-0.04,0,0.05,-0.07,-0.02,-0.11,0,-0.16,0.03,-0.12,0.01,-0.13,-0.09,0.07,-0.09,-0.08,-0.06,0.01,-0.02,-0.06,0.04,-0.03,0,0.01,-0.05,0,-0.06,-0.01,-0.06,-0.06,0.09,0.03,0.05,0.17,0.19,0.27,0.13,0.03,-0.04,-0.01,-0.14,0.3,0.28,0.25,0.02,0.05,-0.01,-0.01,0.12,0.1,-0.79,-0.17,0.31,0.37,0.4,0.34,0.2,0.26,0.26,0.05,-0.05,-0.02,-0.07,0.05
0.04,0.02,0.02,0.02,-0.02,0.11,-0.05,-0.06,-0.03,0.01,-0.03,-0.03,0.12,0,-0.12,-0.1,-0.08,-0.04,0.03,0.01,-0.07,-0.08,-0.02,0.04,0.05,0.06,-0.09,-0.01,-0.05,-0.01,0.02,0.1,0.01,-0.01,0.02,0.05,0.05,0.01,-0.05,-0.09,-0.05,-0.02,0.02,0,0.03,-0.24,0.03,-0.04,0.06,0.2,0.26,0.17,0.14,0.05,-0.11,0,-0.24,0.25,0.25,0.36,0.04,0.04,-0.03,-0.06,0.22,0.17,-0.7,-0.14,0.36,0.31,0.42,0.31,0.26,0.28,-2.03,0,-0.07,0.07,0.11,-0.04
0.03,0.01,-0.01,-0.04,0.14,0.03,-0.04,0.02,-0.01,-0.18,0.01,0.01,-0.02,-0.02,0.01,-0.03,0,0.06,0.01,-0.03,-0.04,-0.06,-0.09,-0.01,0,0.05,0.02,-0.09,-0.1,0.03,0.08,0.03,0.01,-0.03,-0.02,0.04,-0.13,0,0.06,0,-0.02,0.03,0.08,0.1,0,-0.04,-0.01,0.01,0.02,0.16,0.19,0.32,0.1,0.08,-0.09,-0.13,0,-2.18,0.28,-1.83,0.08,0.05,-0.04,0.02,0.13,0.16,-0.77,-0.4,0.41,0.39,0.35,0.31,0.3,0.32,0.2,-0.04,0,-0.03,0.02,0.08
