0.25	0.02	0.12	0.21	0.15	0.17	0.22	0.15	0.19	0.27	0.02	0.28	-0.02	0.14	0.23	0.34	0.08	0.03	0.14	-0.16	0.15	0.26	0.17	0.06	0.35	-0.01	0.11	0.08	0.1	0.19	0.11	0.15	0.07	0.05	0.01	0.1	0.01	0.17	0.09	0.28	0.11	-0.05	0.03	-0.16	0.15	0.16	0.14	-0.01
-0.12	0.09	0.07	-0.1	0.1	0.15	0.09	0.18	0.15	0.13	0.21	0.17	0.25	0.15	0.08	0.07	0.05	0.19	0.06	0.11	0.06	0.23	0.06	0.19	-0.02	0	0.02	0.04	0.03	-0.01	0.09	0.14	0.17	0.2	0.05	0.02	0.19	0.12	0.01	-0.03	0.04	0.04	0.03	0.02	0.11	0.19	0.04	0.12
-0.05	-0.07	-0.09	0.02	-0.12	0.09	-0.03	0	0.01	0.03	-0.02	-0.05	-0.11	-0.02	-0.05	0	0.06	0.05	-0.08	0	0.07	0.14	-0.03	-0.18	0.01	0.01	-0.04	0	-0.08	0.05	0	0.06	0.01	0.04	-0.05	0	-0.04	0.05	-0.03	-0.02	0.17	0.11	-0.05	0.01	0.07	0.13	-0.13	-0.14
-0.08	-0.09	-0.09	0.09	-0.09	-0.01	0.01	-0.06	-0.07	-0.19	-0.11	0.05	0.05	0.06	0.14	0.1	0.05	-0.14	-0.22	0	0.02	0.03	0	-0.03	-0.12	-0.07	-0.08	0.1	-0.02	0.01	0.03	-0.06	-0.04	-0.16	-0.1	0.04	0.04	0.2	0.3	0.14	0.07	-0.1	-0.19	0.19	0.09	0.09	0.02	0.01
-0.01	0.04	-0.05	-0.11	0.02	0.11	-0.03	-0.07	-0.16	-0.02	0.03	-0.03	-0.01	-0.03	0.04	0.04	-0.05	-0.1	-0.06	-0.14	0.1	0.04	0	-0.01	-0.01	0.01	-0.04	-0.17	-0.01	0.14	-0.05	-0.11	-0.15	-0.03	-0.04	0.09	-0.04	0.04	0.03	0.06	-0.06	-0.1	-0.02	-0.13	0.12	0.07	0.14	-0.01
-0.09	-0.07	0	0.04	-0.01	-0.05	0.01	0.06	-0.22	-0.05	-0.06	-0.29	-0.01	-0.11	-0.24	-0.17	-0.07	-0.03	-0.04	0.15	-0.22	0.11	0.02	0.11	-0.08	0	-0.04	0.07	0.05	0.11	-0.06	0.13	-0.1	-0.07	-0.08	-0.09	-0.01	-0.15	-0.2	-0.08	-0.03	0.04	-0.11	0.08	-0.22	0.05	0.13	0.16
0.06	-0.09	-0.05	-0.11	0.13	-0.1	0	-0.02	-0.01	0.09	-0.06	0.02	-0.02	0.07	0.13	0.04	0.1	-0.01	-0.01	-0.12	-0.09	0.01	-0.04	-0.02	0.02	-0.07	-0.08	-0.12	0.1	-0.09	0.13	-0.04	-0.03	0.1	-0.06	0.03	0.01	0.03	0.32	0.05	0.09	-0.07	-0.04	-0.15	-0.03	0.06	0.06	0
-0.11	-0.01	-0.11	0.1	0.04	-0.14	-0.02	-0.09	0.01	0.04	-0.01	0.01	0.01	0.02	0.05	-0.12	0	0.01	-0.15	0.03	-0.08	-0.06	-0.02	-0.08	0.03	0.04	0.02	0.26	0.12	-0.04	0.07	0.01	0.03	0.13	0.04	-0.01	0.16	0.14	0.11	0	0.12	0.09	-0.05	0.1	0.1	0.03	0.11	-0.05
-0.02	-0.1	-0.02	-0.1	-0.06	-0.01	0.03	-0.12	-0.02	-0.06	-0.12	0	0.08	0.02	-0.11	0	-0.03	-0.08	-0.06	-0.09	0	0	0.03	-0.01	0.04	0.03	0.13	0.09	0.01	0.12	0.06	-0.01	0.06	0.02	-0.04	0.06	0.11	0.1	-0.07	0.07	0.05	-0.02	0	0.1	0.09	0.03	0.09	0.06
-0.11	-0.07	0.01	-0.06	-0.02	0.04	-0.05	0	0.09	0.09	0.01	0.05	0.03	-0.01	0.16	-0.02	-0.13	-0.11	-0.03	0.01	-0.01	0.07	0.1	-0.02	0.01	0.01	0.05	0.06	0.04	0.16	0.06	0.18	0.14	0.14	0.08	0.21	0.15	0.21	0.27	0.06	0.06	-0.01	0.1	0.07	0.05	0.23	0.18	0.09
-0.02	0.05	-0.11	-0.1	-0.05	-0.01	0.01	0.01	0	-0.05	-0.07	0.03	-0.01	0	-0.05	-0.03	-0.06	0.06	-0.02	-0.13	0.18	-0.04	-0.03	0.01	0.12	0.09	0.01	0.15	0.02	0.15	0.02	0.06	0.08	0.02	0.01	0.06	0.06	0.05	0	0.09	0.1	0.16	0.07	0.01	0.21	0.06	0.12	0.14
0.06	-0.02	-0.02	-0.01	-0.01	-0.03	-0.11	0.02	-0.04	-0.15	0	-0.07	-0.02	-0.05	-0.09	-0.17	-0.12	-0.06	-0.08	0.14	0	0.04	-0.12	-0.06	0.07	0	0.06	0.02	-0.04	0.04	0	0.05	-0.07	-0.12	0.07	0.14	0.06	0.02	0.08	-0.12	-0.04	-0.05	-0.05	0.23	0.2	0.17	-0.02	0.02
0.03	0.04	0.04	-0.01	0.04	-0.06	0	-0.07	-0.05	0.05	0.01	-0.01	0.02	-0.11	-0.02	-0.09	0.02	-0.02	-0.02	0.03	0.06	0.03	0.03	-0.16	0.18	-0.04	0.05	0.02	0.06	-0.02	-0.03	-0.02	0.01	0.05	-0.03	0.05	0.06	-0.01	-0.02	-0.09	0.01	0.03	0.02	0.04	0.06	0.06	0.07	-0.05
-0.11	-0.26	0	-0.02	-0.07	-0.06	-0.13	0	0.09	-0.04	0.06	0.04	0.06	0.11	0.03	-0.04	-0.1	0.17	0.11	0	0.12	0.05	0.08	-0.13	0.09	-0.05	0.08	-0.02	0.02	-0.05	-0.14	0.05	0.15	0.02	0.08	0.08	0.06	0.11	0.03	0.03	0.01	0.21	0.11	-0.05	0.07	0.23	0.06	-0.1
0.08	-0.09	0.06	0.06	0.04	0.05	0	-0.01	0.02	0.16	0.05	0.05	-0.22	0.11	0.11	0.22	-0.19	0.03	0.02	0.09	0.05	-0.03	0.05	0.04	0.15	0.13	0.05	0.03	-0.01	0.01	0.07	0.04	-0.02	0.18	0	0	-0.17	0.14	0	0.18	-0.12	0.21	0.09	0.06	0.11	-0.03	0.03	0.07
0.04	-0.09	-0.06	-0.08	-0.15	-0.03	0.03	-0.13	-0.22	-0.29	-0.05	-0.02	0.02	-0.01	-0.06	-0.11	-0.1	-0.18	0	-0.01	-0.05	-0.11	0.03	-0.07	-0.01	-0.19	-0.08	-0.14	-0.12	-0.09	0.12	-0.12	-0.23	-0.26	-0.02	0.06	-0.01	-0.05	-0.1	-0.07	-0.13	-0.12	0.06	0.07	-0.06	0.04	0.01	-0.09
-0.02	-0.04	-0.11	0.01	-0.01	-0.1	-0.05	-0.06	-0.11	-0.27	-0.1	-0.02	-0.08	-0.04	0.07	-0.08	-0.03	-0.13	-0.12	0	-0.06	0.01	-0.02	-0.05	0.06	0.02	0.02	0	0	-0.14	0.05	-0.05	-0.08	-0.18	-0.06	0.13	-0.03	-0.03	0.09	-0.02	0.06	0.02	-0.04	-0.03	0.1	0.04	0.1	-0.04
0.03	-0.09	-0.02	-0.09	0.04	-0.13	-0.07	-0.14	-0.18	0.11	-0.14	0.27	-0.09	-0.06	0.09	-0.11	-0.2	-0.09	0	0.05	-0.29	0.08	-0.11	-0.29	0.04	-0.1	0.03	-0.07	0.15	-0.09	-0.07	-0.07	-0.07	0.16	0.02	0.32	-0.13	0.05	0.09	-0.16	-0.15	-0.07	-0.02	0.01	-0.15	0.24	-0.07	-0.17
-0.07	-0.08	0.16	0.26	-0.04	-0.02	-0.05	-0.12	-0.18	-0.13	-0.04	0.02	-0.1	-0.03	-0.03	-0.01	-0.17	-0.05	-0.05	-0.11	-0.03	-0.14	-0.09	-0.18	0.02	-0.09	0.25	0.36	0.11	0	-0.03	-0.12	0.05	-0.08	0.09	0.18	0.02	-0.07	0.02	-0.09	-0.12	0	-0.02	-0.07	0.04	-0.02	0	-0.04
-0.01	0.04	0.05	-0.04	-0.06	-0.09	-0.02	-0.05	0	-0.3	-0.06	-0.14	-0.03	-0.15	-0.03	-0.03	0.09	0.04	-0.16	0.08	0.04	0	-0.05	-0.14	-0.06	-0.01	0.01	-0.04	0.02	-0.08	0.11	-0.06	-0.08	-0.17	0.07	-0.09	-0.03	-0.1	0	0.03	0.06	0.17	-0.11	0.09	0.01	-0.04	-0.01	-0.14
0.07	-0.06	-0.07	0	-0.18	-0.14	-0.06	-0.13	0.01	0.08	-0.07	-0.1	0.02	-0.01	-0.08	-0.04	0.07	0.2	-0.02	-0.25	-0.04	0.06	-0.05	-0.1	0.25	0.14	0.11	0.15	0.07	0.1	0.08	0.12	0.15	0.18	0.08	-0.03	0.17	0.2	0.04	0.23	0.29	0.45	0.19	-0.17	0.05	0.28	0.07	-0.04
-0.11	-0.09	-0.06	-0.07	-0.16	-0.04	-0.05	-0.05	0.06	0.03	-0.09	-0.01	-0.1	-0.09	-0.09	0.01	0.03	-0.11	-0.12	-0.04	-0.04	0	0.02	-0.22	0	0.09	0.09	0.05	0.06	0.09	0.17	0.08	0.13	0.1	-0.01	0.13	0.05	0.03	0	0.08	0.24	-0.01	-0.03	0.07	0.1	0.22	0.06	-0.11
-0.12	-0.1	-0.38	0.01	-0.08	-0.16	-0.12	-0.24	0.08	0.31	-0.04	-0.27	-0.01	-0.02	-0.07	-0.06	0.01	0.04	-0.14	0.08	0.04	-0.05	-0.25	-0.02	-0.03	-0.04	-0.32	-0.03	-0.14	0.04	-0.08	-0.08	0.13	0.43	0.05	-0.01	-0.02	0.01	-0.01	-0.02	-0.02	0.1	-0.06	0.13	0.03	0.06	-0.21	0.03
-0.22	-0.36	-0.17	-0.24	-0.15	-0.2	-0.03	-0.08	-0.19	-0.03	-0.38	-0.16	-0.22	-0.11	-0.19	0	-0.17	-0.06	-0.18	-0.07	0.07	-0.1	-0.19	-0.14	-0.18	-0.32	-0.13	-0.1	-0.12	-0.09	-0.01	-0.03	-0.06	0	-0.19	-0.05	-0.18	-0.13	-0.2	-0.02	-0.07	0.03	-0.15	0.02	0.22	-0.06	-0.13	-0.06
-0.04	-0.18	-0.11	-0.08	-0.18	-0.22	-0.28	0	-0.06	0.05	-0.1	-0.05	-0.06	-0.02	0.03	-0.13	-0.11	-0.14	-0.04	0.03	-0.07	-0.02	-0.1	-0.15	-0.03	-0.18	-0.11	-0.02	-0.12	-0.2	-0.19	0.02	0.06	0.18	-0.04	-0.04	0	-0.02	0.08	-0.08	-0.04	-0.08	0.01	0.04	-0.06	0.05	-0.07	-0.08
-0.23	-0.15	-0.23	-0.11	-0.15	-0.2	-0.33	-0.24	-0.15	-0.05	-0.01	-0.05	0	-0.2	-0.1	-0.07	-0.14	-0.15	-0.17	0.04	-0.04	-0.1	-0.11	-0.14	-0.21	-0.1	-0.12	0.05	-0.13	-0.06	-0.32	-0.09	-0.15	0.08	-0.06	0.04	0.01	-0.13	-0.09	0	-0.16	-0.05	-0.13	0.09	0.01	0.02	-0.11	-0.13
-0.17	-0.17	-0.2	-0.17	-0.18	-0.15	-0.15	-0.09	-0.15	-0.14	-0.11	-0.19	-0.15	-0.03	-0.08	-0.13	-0.1	-0.15	-0.15	-0.16	-0.1	-0.15	-0.14	-0.07	-0.17	-0.17	-0.21	-0.05	-0.14	-0.17	-0.14	-0.08	-0.17	-0.12	-0.15	-0.15	-0.16	-0.11	-0.1	-0.17	-0.08	-0.11	-0.06	-0.16	-0.16	-0.19	-0.19	0.07
-0.1	-0.22	-0.19	-0.25	-0.21	-0.09	-0.13	-0.1	-0.12	-0.14	-0.06	-0.19	-0.17	-0.07	-0.12	-0.05	-0.08	-0.14	-0.21	-0.27	-0.18	-0.11	-0.15	-0.08	-0.1	-0.11	-0.25	-0.28	-0.09	-0.18	-0.12	-0.09	-0.16	0	-0.11	-0.21	-0.12	-0.09	0.03	-0.04	-0.15	0.03	-0.18	-0.24	-0.16	-0.08	-0.15	-0.08
0.02	0.04	0.03	0.08	-0.17	-0.2	-0.02	-0.13	0.09	-0.03	-0.06	-0.17	-0.05	0.02	-0.06	0.03	-0.02	-0.11	-0.06	-0.11	0.03	-0.14	-0.12	-0.09	-0.11	0.03	-0.1	-0.06	-0.19	-0.2	0.19	-0.16	0.08	-0.07	-0.06	-0.04	-0.09	-0.09	-0.14	-0.05	-0.1	-0.1	-0.06	-0.13	-0.08	-0.14	-0.07	-0.14
-0.15	-0.12	-0.12	-0.18	-0.33	-0.03	-0.08	-0.11	-0.14	-0.11	-0.18	-0.11	-0.17	0	0.14	-0.1	-0.15	-0.12	-0.07	-0.05	-0.31	0.01	-0.16	-0.1	-0.08	0.05	0.01	-0.23	-0.34	-0.03	-0.11	-0.11	0	-0.13	-0.13	-0.16	-0.17	-0.05	-0.06	-0.14	-0.19	-0.14	-0.03	-0.03	-0.09	0	-0.06	-0.1
-0.31	-0.3	-0.31	-0.26	-0.18	-0.21	-0.27	-0.29	-0.19	-0.09	-0.34	-0.2	-0.16	-0.18	-0.22	-0.38	-0.33	-0.44	-0.32	-0.05	-0.11	-0.22	-0.34	-0.32	-0.18	-0.21	-0.27	-0.19	-0.17	-0.02	-0.25	-0.25	-0.14	-0.07	-0.29	-0.2	-0.15	-0.24	-0.19	-0.34	-0.3	-0.42	-0.29	0.01	0.06	-0.17	-0.28	-0.29
-0.32	-0.27	-0.18	-0.19	-0.3	-0.23	0.04	-0.29	-0.26	-0.24	-0.15	-0.28	-0.25	-0.25	-0.24	-0.38	-0.16	-0.22	-0.12	-0.2	-0.24	-0.2	-0.34	-0.21	-0.28	-0.17	-0.21	-0.15	-0.32	-0.21	0.01	-0.31	-0.27	-0.29	-0.16	-0.28	-0.13	-0.23	-0.23	-0.26	-0.17	-0.16	-0.13	-0.19	-0.24	-0.2	-0.32	-0.23
-0.35	-0.19	-0.38	-0.19	-0.1	-0.03	-0.22	-0.18	-0.29	-0.29	-0.26	-0.15	-0.17	-0.33	-0.2	-0.23	-0.24	-0.33	-0.2	-0.23	-0.23	-0.28	-0.08	-0.25	-0.25	-0.22	-0.26	-0.25	-0.13	-0.06	-0.27	-0.17	-0.3	-0.28	-0.23	-0.15	-0.17	-0.38	-0.3	-0.28	-0.27	-0.25	-0.2	-0.24	-0.12	-0.21	-0.1	-0.33
-0.21	-0.5	-0.25	-0.14	-0.08	-0.12	-0.26	0.08	-0.31	-0.31	-0.08	-0.22	-0.17	-0.12	-0.14	-0.21	-0.13	-0.21	-0.12	-0.17	-0.16	-0.18	-0.19	-0.22	-0.24	-0.35	-0.3	-0.11	-0.18	-0.16	-0.24	0.13	-0.33	-0.31	-0.13	-0.28	-0.06	-0.16	-0.18	-0.29	-0.11	-0.1	-0.12	-0.19	-0.18	-0.17	-0.19	-0.32
-0.33	-0.22	-0.31	-0.06	-0.13	-0.28	-0.06	-0.18	-0.21	-0.21	-0.15	-0.01	-0.21	-0.24	-0.08	-0.29	-0.31	-0.17	-0.13	-0.16	-0.35	-0.03	-0.03	-0.34	-0.32	-0.22	-0.21	-0.12	-0.09	-0.28	-0.14	-0.18	-0.2	-0.16	-0.2	-0.11	-0.23	-0.27	-0.1	-0.23	-0.23	-0.2	-0.23	-0.14	-0.27	0.04	-0.05	-0.33
-0.03	-0.1	-0.1	-0.04	0.01	-0.04	0	0.14	-0.13	-0.18	0.02	-0.06	-0.05	-0.08	-0.02	-0.11	-0.08	-0.08	-0.14	0.04	-0.04	0.14	0.17	-0.02	-0.09	-0.04	-0.15	-0.12	-0.01	-0.07	-0.1	0.14	-0.18	-0.09	0.01	-0.11	-0.15	-0.09	-0.08	-0.21	-0.15	-0.13	-0.05	-0.02	-0.16	0.13	0.34	-0.04
-0.01	0.03	-0.22	0.04	-0.02	0	-0.04	0	-0.02	0.24	-0.03	-0.05	0.08	0.04	0.05	-0.17	0	-0.09	0.05	0	0.07	0.06	0.01	-0.04	-0.09	-0.07	-0.33	0.06	-0.16	-0.12	-0.17	-0.1	0.07	0.23	-0.14	-0.15	-0.04	-0.06	-0.05	-0.28	-0.02	-0.23	-0.04	0.02	0.04	-0.09	-0.08	-0.1
-0.04	0.09	-0.04	0.08	-0.03	0.05	0.01	-0.04	0.04	-0.04	-0.09	-0.08	-0.02	-0.1	-0.02	-0.05	-0.06	0.02	0	0.02	0.2	-0.01	-0.08	-0.1	-0.17	-0.07	-0.11	0	-0.06	-0.09	-0.12	-0.1	-0.1	-0.12	-0.14	-0.23	-0.1	-0.11	-0.14	-0.13	-0.09	-0.01	-0.09	0.01	0.11	-0.1	-0.11	-0.18
-0.01	0.09	0.02	-0.01	0.01	-0.01	0.05	0.03	0.22	-0.03	0.07	-0.03	0.09	0.1	0	-0.01	0.01	-0.19	-0.02	0.01	0.05	0.12	-0.05	-0.01	-0.07	-0.02	0.05	-0.04	-0.09	-0.13	-0.07	-0.09	0.2	-0.07	-0.02	-0.01	0.04	-0.01	-0.11	-0.13	-0.06	-0.19	-0.13	-0.02	-0.07	0	-0.17	-0.1
-0.02	-0.03	-0.1	-0.01	-0.05	0.04	0.02	-0.19	0.08	0.06	-0.06	0.06	-0.01	0.22	0.05	0.03	-0.11	0.01	-0.09	-0.03	0.01	-0.02	-0.06	0.02	-0.09	-0.08	-0.24	-0.18	-0.11	0.01	-0.09	-0.1	-0.05	0.03	-0.1	-0.07	-0.11	0.05	-0.08	-0.04	-0.11	-0.05	-0.24	-0.14	-0.09	-0.04	-0.11	0
0.07	-0.12	-0.07	0	-0.02	-0.25	-0.03	-0.01	-0.03	0.03	-0.13	-0.03	-0.04	0	0	0.08	0.03	-0.1	-0.04	0.03	0.07	-0.16	0.06	0.07	-0.06	-0.14	-0.04	-0.1	-0.1	-0.36	-0.1	-0.05	-0.1	-0.01	-0.18	-0.1	-0.04	-0.05	-0.11	-0.03	-0.11	-0.02	0.02	-0.12	-0.07	-0.2	-0.04	0.03
0.09	0.02	0.09	-0.01	0.08	-0.03	0.1	-2.81	0.14	0.08	0	0	0.14	0.13	-0.18	-0.01	0.05	-0.06	-2.83	0.1	-0.01	0.11	-0.05	-0.06	0	-0.06	-0.08	-0.06	-0.04	-0.07	-0.03	0.06	0.02	-0.05	-0.02	0.04	0.05	0.03	-0.35	-0.08	-0.02	-0.17	-0.4	0.04	-0.11	-0.01	-0.07	-0.23
0.06	-0.05	0.06	-0.06	-0.04	-0.08	0.01	-0.23	-0.05	0.01	-0.07	0.04	-0.02	0.21	-0.06	-0.13	0.06	-0.2	0.03	0.07	-0.02	-0.03	-0.09	-0.02	0.06	0.03	0.13	0	0.12	0.15	0.11	-0.15	-0.05	0.01	0.08	0.03	0.06	0.17	0.07	-0.12	0.16	-0.04	0.06	0.11	0.09	-0.01	-0.07	0.04
-0.03	-0.2	-0.06	-0.15	-0.06	0.01	0	-0.08	-0.15	-0.18	0.02	0	-0.01	0.11	-0.04	0.11	-0.04	-0.1	0.06	0.05	-0.08	-0.01	0	-0.04	0.03	-0.07	0.05	-0.06	0.13	0.15	0.04	0	0.13	-0.13	0.08	0.01	0	0.2	0.03	0.14	0.04	0.03	0.15	0.07	0.16	0.12	0.11	0.04
0.01	-0.07	-0.07	0.05	-0.09	0.01	-0.05	-0.06	-0.06	-0.08	0.02	0.05	0.03	0.08	0.05	-0.2	-0.08	-0.1	-0.07	0.29	-0.12	-0.26	-0.03	-0.16	0.21	-0.03	0.03	0.15	0.08	0.15	0.08	0.03	0.09	-0.01	0.21	0.18	0.29	0.2	0.21	-0.08	0.03	-0.01	0.01	0.4	0.06	-0.06	0.24	0.09
-0.13	-0.09	0.36	-0.2	-0.16	-0.08	-0.22	-0.31	-0.26	-0.05	-0.24	-0.2	-0.08	0.01	-0.11	-0.1	-0.27	-0.17	-0.06	-0.02	-0.36	-0.15	-0.05	-0.31	0.15	0.21	0.49	-0.01	0.12	0.06	0.04	0.08	-0.11	0.16	-0.1	0.15	0.06	0.3	0.15	0.13	0.07	0.11	0.17	0.17	-0.06	0.02	0.11	-0.01
-0.17	-0.08	-0.3	-0.14	-0.13	-0.17	-0.05	-0.23	0.01	-0.24	-0.23	-0.27	-0.18	-0.11	-0.27	-0.14	-0.02	-0.28	-0.22	-0.09	-0.08	-0.27	-0.2	-0.02	0.14	0.14	0.19	0.12	0.18	0.11	0.19	0	0.33	0.02	0.15	-0.17	0.17	0.11	0.03	0.13	0.21	-0.01	-0.02	0.11	0.12	0.04	0.2	0.14
-0.22	-0.25	-0.2	0.06	-0.41	-0.31	-0.14	-0.34	-0.14	-0.2	-0.25	-0.24	-0.23	-0.35	-0.48	-0.3	-0.27	-0.16	-0.11	-0.21	-0.28	-0.07	-0.29	-2.81	0.08	-0.06	0.06	0.44	-0.12	0.14	0.05	0.04	0.18	0.07	0.16	-0.03	0.05	-0.08	-0.13	-0.14	0	0.14	0.09	0.17	-0.06	0.17	0	-0.09
-0.16	-2.88	-2.9	-0.06	-0.11	-0.22	-0.19	-0.2	-0.16	-0.1	-0.2	-0.4	-2.46	-0.12	-2.62	-2.83	-0.13	-0.11	-0.36	-2.73	-0.12	-0.13	-0.29	-0.22	0.19	0.08	-0.07	0.14	0.11	0.23	-0.04	0.07	-0.02	0.11	0.06	-0.13	0	0.1	0.06	0.1	0.07	0.1	0.03	-0.05	0.06	0.13	0	0.03
-0.01	-2.8	-0.18	-0.21	-3.03	-0.16	-0.15	-0.14	-0.15	-0.12	-0.2	-0.33	-0.15	-0.24	-0.06	-0.11	-0.38	-0.06	-0.38	-0.16	-0.25	-0.18	-0.11	-2.42	0.18	-0.06	-0.02	-0.05	0.13	0.05	0.09	0.08	-0.02	-0.01	0.13	-0.16	0.03	-0.08	0.12	0.09	-0.02	0.18	-0.14	0.2	-0.08	0.11	0.07	-0.05
-0.09	-0.11	-0.14	0	-0.06	0	-0.13	-0.02	-0.13	-0.05	0.02	-0.08	-2.42	-0.07	0.01	-0.11	-0.1	-0.11	-0.19	-0.02	-0.01	-0.07	-0.07	0.01	-0.16	-0.27	-0.19	-0.18	-0.22	-0.15	-0.24	-0.11	-0.2	-0.06	-0.14	-0.11	0.03	-0.17	-0.07	-0.25	-0.19	-0.18	-0.34	-0.13	-0.1	-0.13	-0.16	-0.11
-0.17	-0.18	-0.46	-0.12	-0.02	-0.06	-0.13	-0.15	-0.1	-0.14	-0.08	-2.81	-0.03	-0.19	-0.01	-0.12	-0.15	-0.03	-0.05	-0.02	-0.04	-0.04	0.06	-0.07	-0.24	-0.21	-0.44	-0.19	-0.13	-0.21	-0.22	-0.23	-0.22	-0.24	-0.18	-0.33	-0.19	-0.32	0.01	-0.17	-0.21	-0.2	-0.21	-0.05	-0.14	-0.14	-0.03	-0.17
-0.1	-0.17	-0.17	-0.04	-0.09	-0.16	-0.32	-0.16	-0.15	-0.07	-0.05	-0.13	-0.03	-0.13	0.01	-0.19	-0.11	-0.16	-0.16	-0.06	-0.03	0	-0.09	-0.19	-0.13	-0.17	-0.32	-0.11	-0.06	-0.26	-0.32	-0.17	-0.17	-0.16	-0.12	-0.21	-0.12	-0.23	0	-0.26	-0.15	-0.14	-0.25	-0.15	-0.11	-0.04	-0.11	-0.19
-0.13	-0.16	-0.1	-0.22	-0.04	-0.13	0.02	-0.12	-0.2	-0.15	-0.01	-0.05	0.02	-0.1	-0.06	-0.14	-0.03	-0.08	0	-0.07	-0.01	-0.03	-0.14	0.01	-0.14	-0.17	-0.13	-0.33	-0.1	-0.04	0.01	-0.2	-0.2	-0.12	-0.15	-0.07	0.02	-0.22	-0.17	-0.24	-0.06	-0.05	-0.14	-0.18	0.01	-0.07	-0.13	-0.06
